006385cc  00000716 R_ARM_JUMP_SLOT   0048f86c   ezxml_set_attr
00639670  00063d16 R_ARM_JUMP_SLOT   00291a9c   Delco_ICM
00639674  00063e16 R_ARM_JUMP_SLOT   004f3df8   BIO_puts
00639678  00063f16 R_ARM_JUMP_SLOT   004da148   engine_free_util
0063967c  00064216 R_ARM_JUMP_SLOT   000849b8   PathCorrect
00639680  00064316 R_ARM_JUMP_SLOT   00455d68   CreatePieChart3DialogN
00639684  00064416 R_ARM_JUMP_SLOT   0044ce4c   SetHeader
00639688  00064516 R_ARM_JUMP_SLOT   00295990   lRotate
0063968c  00064716 R_ARM_JUMP_SLOT   004cbcfc   BN_num_bits
00639690  00064916 R_ARM_JUMP_SLOT   00417050   InstanceDoubleSelectio
00639694  00064b16 R_ARM_JUMP_SLOT   0048fe84   ezxml_set_flag
00639698  00064d16 R_ARM_JUMP_SLOT   0045c14c   luaL_checkunsigned
0063969c  00064f16 R_ARM_JUMP_SLOT   003b34a4   AdjustRequestCommand
006396a0  00065016 R_ARM_JUMP_SLOT   002b7c58   sub_300656BC
006396a4  00065416 R_ARM_JUMP_SLOT   00458e64   lua_pushfstring
006396a8  00065516 R_ARM_JUMP_SLOT   00086b60   ReadXmlfile
006396ac  00065616 R_ARM_JUMP_SLOT   00082134   TextNumberTOTxt
006396b0  00065716 R_ARM_JUMP_SLOT   0025b950   NegationRespInit
006396b4  00065816 R_ARM_JUMP_SLOT   00443b10   HNMZD_Flow1_Flash_Step
006396b8  00065a16 R_ARM_JUMP_SLOT   00281d74   findexistvalue
006396bc  00065b16 R_ARM_JUMP_SLOT   004b4d30   CreateObject
006396c0  00065c16 R_ARM_JUMP_SLOT   00368d40   BOSCH_MeteringUnitTest
006396c4  00065d16 R_ARM_JUMP_SLOT   000b9654   seedToKey_SAA_G10
006396c8  00065e16 R_ARM_JUMP_SLOT   001a1c38   honda_get_pid
006396cc  00065f16 R_ARM_JUMP_SLOT   0025e348   Nissan_Stream_Selected
006396d0  00066016 R_ARM_JUMP_SLOT   0025add0   Moto_Parse_Data
006396d4  00066116 R_ARM_JUMP_SLOT   00178c5c   wchar2byte
006396d8  00066216 R_ARM_JUMP_SLOT   004b2b20   FontStrInitEx
006396dc  00066316 R_ARM_JUMP_SLOT   004d54dc   bn_div_words
006396e0  00066416 R_ARM_JUMP_SLOT   003aaf3c   FreeParseACSelList
006396e4  00066516 R_ARM_JUMP_SLOT   0045bffc   luaL_checknumber
006396e8  00066616 R_ARM_JUMP_SLOT   0021fec4   CreateFilePath
006396ec  00066816 R_ARM_JUMP_SLOT   003e2dc8   Chj_EcuFlash
006396f0  00066916 R_ARM_JUMP_SLOT   00363a08   J1708_Read_Data_Simple
006396f4  00066d16 R_ARM_JUMP_SLOT   001ba5f4   KMS_ReadVersub
006396f8  00066f16 R_ARM_JUMP_SLOT   001a3e00   HonDaN_Clear_Dtc
006396fc  00067016 R_ARM_JUMP_SLOT   0035ccfc   A0_CheHeJia_SeedKey_Ca
00639700  00067116 R_ARM_JUMP_SLOT   004c7d10   libiconv_close
00639704  00067316 R_ARM_JUMP_SLOT   001797e4   Byte2OByte
00639708  00067416 R_ARM_JUMP_SLOT   004567c4   WFD_ShowBargraphDialog
0063970c  00067516 R_ARM_JUMP_SLOT   004b1cf4   GetMsg_ex
00639710  00067616 R_ARM_JUMP_SLOT   00449a60   ShowStatusDialogByNode
00639714  00067816 R_ARM_JUMP_SLOT   0038ced8   DoWorkflowCallSubtask
00639718  00067a16 R_ARM_JUMP_SLOT   00208688   rotlFixed
0063971c  00067d16 R_ARM_JUMP_SLOT   001d00c4   Set_Injector_Data
00639720  00067f16 R_ARM_JUMP_SLOT   0008b654   Audi_Parse_Ver
00639724  00068016 R_ARM_JUMP_SLOT   003e7578   RefreshListHeader
00639728  00068216 R_ARM_JUMP_SLOT   00493d2c   readfiled
0063972c  00068316 R_ARM_JUMP_SLOT   003c7294   FreeVariableArray
00639730  00068516 R_ARM_JUMP_SLOT   00208888   FirstTransform
00639734  00068716 R_ARM_JUMP_SLOT   003dc330   ror
00639738  00068816 R_ARM_JUMP_SLOT   003bd52c   SystemEnter
0063973c  00068a16 R_ARM_JUMP_SLOT   000bde84   FM_seed_key
00639740  00068c16 R_ARM_JUMP_SLOT   00210b68   Kwp_RcvMsgS
00639744  00068d16 R_ARM_JUMP_SLOT   001563fc   All_Parse_Dtc
00639748  00068e16 R_ARM_JUMP_SLOT   0021f374   Ecu_Flash_Ending
0063974c  00068f16 R_ARM_JUMP_SLOT   000afd40   SeedToKey2
00639750  00069116 R_ARM_JUMP_SLOT   004f1a68   BN_mul_word
00639754  00069216 R_ARM_JUMP_SLOT   00000000   strtol
00639758  00069316 R_ARM_JUMP_SLOT   00495a00   _readKT800data
0063975c  00069416 R_ARM_JUMP_SLOT   00267110   Nissan_Test_Act_17
00639760  00069516 R_ARM_JUMP_SLOT   000a6d40   GetCurrentYMD_B2K
00639764  00069616 R_ARM_JUMP_SLOT   000b1930   _ROR4__
00639768  00069716 R_ARM_JUMP_SLOT   0048ee30   ezxml_free_Ex
0063976c  00069816 R_ARM_JUMP_SLOT   003aee88   SD_Msg_Parse_SVSelList
00639770  00069a16 R_ARM_JUMP_SLOT   0024c3a8   zf_Kwp_FreezeData_Doub
00639774  00069b16 R_ARM_JUMP_SLOT   00458ba8   lua_pushunsigned
00639778  00069c16 R_ARM_JUMP_SLOT   0045d5ac   luaL_gsub
0063977c  00069d16 R_ARM_JUMP_SLOT   00247644   Kwp_Spy_Freeze_Frame
00639780  0006a116 R_ARM_JUMP_SLOT   00389370   OpenComPort
00639784  0006a316 R_ARM_JUMP_SLOT   00275468   Flash_ECU_Read_SystemI
00639788  0006a616 R_ARM_JUMP_SLOT   00179a70   Fault_PCBU_Hex2Str
0063978c  0006a716 R_ARM_JUMP_SLOT   00388480   BDXAv
00639790  0006a816 R_ARM_JUMP_SLOT   004a895c   Exp_Data_Decode
00639794  0006aa16 R_ARM_JUMP_SLOT   003a0924   LuaApp_Free
00639798  0006ab16 R_ARM_JUMP_SLOT   00458618   lua_tolstring
0063979c  0006ac16 R_ARM_JUMP_SLOT   0012f1dc   BMW_Convert_DTC_Simple
006397a0  0006ae16 R_ARM_JUMP_SLOT   00084660   EcuFlashStatusReturn
006397a4  0006b016 R_ARM_JUMP_SLOT   0035cb2c   Cacal_PWD
006397a8  0006b116 R_ARM_JUMP_SLOT   002736b8   Flash_ECU_Read_VIN
006397ac  0006b216 R_ARM_JUMP_SLOT   004d43c8   BN_BLINDING_invert_ex
006397b0  0006b316 R_ARM_JUMP_SLOT   002430dc   Kwp_ScanSendRcv
006397b4  0006b516 R_ARM_JUMP_SLOT   00211c30   Kwp_Comm_Default
006397b8  0006b616 R_ARM_JUMP_SLOT   001a1424   honda_read_data_canbus
006397bc  0006b816 R_ARM_JUMP_SLOT   002f6500   SavelogFile
006397c0  0006b916 R_ARM_JUMP_SLOT   004346b0   ecu_select_flash_file
006397c4  0006bb16 R_ARM_JUMP_SLOT   0049872c   RbKeyGetMenuPath
006397c8  0006bf16 R_ARM_JUMP_SLOT   00000000   __aeabi_d2f
006397cc  0006c016 R_ARM_JUMP_SLOT   0035bfd8   ProcessOneRowMultAvs
006397d0  0006c116 R_ARM_JUMP_SLOT   000b6f7c   GetKey_2018_01_23_15_3
006397d4  0006c316 R_ARM_JUMP_SLOT   003bc628   InstanceSVlist
006397d8  0006c516 R_ARM_JUMP_SLOT   004d40cc   BN_BLINDING_create_par
006397dc  0006c616 R_ARM_JUMP_SLOT   004f6124   ASN1_item_new
006397e0  0006c816 R_ARM_JUMP_SLOT   0044033c   InstanceHexeditDialog
006397e4  0006c916 R_ARM_JUMP_SLOT   001bb1d8   SetGlobalConfig
006397e8  0006ca16 R_ARM_JUMP_SLOT   00179eb8   xml_GetMsg
006397ec  0006cb16 R_ARM_JUMP_SLOT   002b881c   seedkey_0b
006397f0  0006cd16 R_ARM_JUMP_SLOT   004fa6a4   ASN1_STRING_set
006397f4  0006ce16 R_ARM_JUMP_SLOT   003e9f78   RefreshHexout
006397f8  0006cf16 R_ARM_JUMP_SLOT   0025d1d8   Nissan_NEW_SendMsg_AC
006397fc  0006d116 R_ARM_JUMP_SLOT   0045bea4   luaL_checkany
00639800  0006d216 R_ARM_JUMP_SLOT   00394b58   GetAvResult
00639804  0006d416 R_ARM_JUMP_SLOT   0038d800   BlackBoxPrintfSV
00639808  0006d516 R_ARM_JUMP_SLOT   00000000   __aeabi_fsub
0063980c  0006d716 R_ARM_JUMP_SLOT   000847f0   EcuFlashFileReturn
00639810  0006d816 R_ARM_JUMP_SLOT   004e5c6c   SHA384_Init
00639814  0006da16 R_ARM_JUMP_SLOT   002e2108   seedkey_dfcv_md1
00639818  0006db16 R_ARM_JUMP_SLOT   0024a80c   Kwp_FreezeData_Double
0063981c  0006dc16 R_ARM_JUMP_SLOT   0046476c   lua_setlocal
00639820  0006dd16 R_ARM_JUMP_SLOT   002ba240   method_5
00639824  0006de16 R_ARM_JUMP_SLOT   00181740   xml_GetProtocol1EX
00639828  0006e016 R_ARM_JUMP_SLOT   003a26c0   LuaApp_ClearDTC
0063982c  0006e116 R_ARM_JUMP_SLOT   003eb644   InstanceBargraphName
00639830  0006e216 R_ARM_JUMP_SLOT   00000000   cfsetispeed
00639834  0006e316 R_ARM_JUMP_SLOT   004f2a10   BN_MONT_CTX_free
00639838  0006e516 R_ARM_JUMP_SLOT   0013a934   ResetRTS_IO
0063983c  0006e716 R_ARM_JUMP_SLOT   0025d950   Nissan_Stream_RcvMsg
00639840  0006e816 R_ARM_JUMP_SLOT   00457d34   lua_type
00639844  0006ed16 R_ARM_JUMP_SLOT   000b4704   seed2key_FAWVCU_securi
00639848  0006ee16 R_ARM_JUMP_SLOT   0048f7b8   ezxml_set_txt
0063984c  0006ef16 R_ARM_JUMP_SLOT   0039cf48   GetInformativeDiagn
00639850  0006f216 R_ARM_JUMP_SLOT   004485b4   WFD_Dealwith_Node_Serv
00639854  0006f316 R_ARM_JUMP_SLOT   003c51e4   GetDtcStatusTxt
00639858  0006f416 R_ARM_JUMP_SLOT   003c711c   RefreshActuatorDialog
0063985c  0006f616 R_ARM_JUMP_SLOT   00000000   rename
00639860  0006f716 R_ARM_JUMP_SLOT   003a580c   LuaApp_DoAC
00639864  0006f816 R_ARM_JUMP_SLOT   0038e6e4   CreateAvRecord
00639868  0006f916 R_ARM_JUMP_SLOT   003842f0   expresmat_expStr
0063986c  0006fb16 R_ARM_JUMP_SLOT   0017ad54   xml_GetVWIDIndex
00639870  0006fc16 R_ARM_JUMP_SLOT   000839b8   DoReadVIN
00639874  0006fe16 R_ARM_JUMP_SLOT   001ceafc   Send_Injector_Data
00639878  0006ff16 R_ARM_JUMP_SLOT   002ea74c   seedkey_linhong_202111
0063987c  00070016 R_ARM_JUMP_SLOT   00279704   Ecu_Flash_Read_Ver_See
00639880  00070116 R_ARM_JUMP_SLOT   00223384   Kwp_Security_Login_A0
00639884  00070216 R_ARM_JUMP_SLOT   003be5bc   IsStandardBDXFFdataSer
00639888  00070316 R_ARM_JUMP_SLOT   002bbb4c   sub_10001480
0063988c  00070516 R_ARM_JUMP_SLOT   002bb320   sub_100012D0
00639890  00070716 R_ARM_JUMP_SLOT   003e9400   InstanceBitmap
00639894  00070916 R_ARM_JUMP_SLOT   00434894   ecu_readvin
00639898  00070a16 R_ARM_JUMP_SLOT   00457dd8   lua_iscfunction
0063989c  00070b16 R_ARM_JUMP_SLOT   001ccfe4   Read_Injector_Data
006398a0  00070c16 R_ARM_JUMP_SLOT   002cbc2c   seedkey_jim_ecm
006398a4  00070f16 R_ARM_JUMP_SLOT   003d5360   CA_RDS_ReadVin
006398a8  00071116 R_ARM_JUMP_SLOT   004f41c4   BIO_free
006398ac  00071316 R_ARM_JUMP_SLOT   00000000   strrchr
006398b0  00071416 R_ARM_JUMP_SLOT   000bb300   GetKey_Benz_2Seed2Key_
006398b4  00071516 R_ARM_JUMP_SLOT   004f16b4   BN_rshift1
006398b8  00071716 R_ARM_JUMP_SLOT   003c948c   InstanceAv6Dialog
006398bc  00071816 R_ARM_JUMP_SLOT   00000000   __ctype_tolower_loc
006398c0  00071b16 R_ARM_JUMP_SLOT   004b2ca0   SetLang
006398c4  00071c16 R_ARM_JUMP_SLOT   004f2a4c   BN_MONT_CTX_new
006398c8  00072016 R_ARM_JUMP_SLOT   000b8a50   Man_ConfuseEncoder
006398cc  00072116 R_ARM_JUMP_SLOT   00453534   CreateHexeditDialogNod
006398d0  00072616 R_ARM_JUMP_SLOT   0049b6ac   PDU_DataFormat
006398d4  00072716 R_ARM_JUMP_SLOT   0020fed0   Kwp_RcvMsg_Standard
006398d8  00072816 R_ARM_JUMP_SLOT   003dff0c   CHJ_Flow1_After_Flash
006398dc  00072a16 R_ARM_JUMP_SLOT   00000000   __aeabi_fcmpge
006398e0  00072b16 R_ARM_JUMP_SLOT   003eaf20   InstanceCircleMin
006398e4  00072c16 R_ARM_JUMP_SLOT   00398bcc   DoBDXACPre
006398e8  00072d16 R_ARM_JUMP_SLOT   00000000   calloc
006398ec  00072e16 R_ARM_JUMP_SLOT   00398a04   InitAc
006398f0  00072f16 R_ARM_JUMP_SLOT   0043bd80   LuaApp_DealExpressionV
006398f4  00073216 R_ARM_JUMP_SLOT   00361438   J1708_Shenvolvo_RecMsg
006398f8  00073316 R_ARM_JUMP_SLOT   00323c30   GenerateKey
006398fc  00073416 R_ARM_JUMP_SLOT   0041c0a4   check_result
00639900  00073516 R_ARM_JUMP_SLOT   0011b7f4   MSet_GetReadCommResDat
00639904  00073616 R_ARM_JUMP_SLOT   002b8d48   seedkey_ems_vm28_fgt_v
00639908  00073816 R_ARM_JUMP_SLOT   004eed40   BN_mod_exp_recp
0063990c  00073916 R_ARM_JUMP_SLOT   004fa340   ASN1_STRING_free
00639910  00073a16 R_ARM_JUMP_SLOT   0013ce24   Receive_Package_FiltLi
00639914  00073b16 R_ARM_JUMP_SLOT   003974b0   FreeAvailableAC
00639918  00073e16 R_ARM_JUMP_SLOT   004e09c0   EVP_Digest
0063991c  00073f16 R_ARM_JUMP_SLOT   0013d8cc   GetKey_Cummins_EnterEC
00639920  00074016 R_ARM_JUMP_SLOT   00450730   WFD_ShowSelectionDialo
00639924  00074216 R_ARM_JUMP_SLOT   003c7528   FindAssign
00639928  00074316 R_ARM_JUMP_SLOT   000b13cc   df_vecu_GenerateKeyEx
0063992c  00074416 R_ARM_JUMP_SLOT   003bbd38   GetTypeValue
00639930  00074a16 R_ARM_JUMP_SLOT   00459020   lua_pushboolean
00639934  00074b16 R_ARM_JUMP_SLOT   003e8c64   RefreshListListbox
00639938  00074c16 R_ARM_JUMP_SLOT   00496ffc   GetMenuNewFree
0063993c  00074d16 R_ARM_JUMP_SLOT   002c2a00   RSA_set_key
00639940  00074e16 R_ARM_JUMP_SLOT   0013dfd8   Cummins_Pack_Cs
00639944  00074f16 R_ARM_JUMP_SLOT   00105950   B2k_Read_Dtc_Expand
00639948  00075216 R_ARM_JUMP_SLOT   004521f8   CreateActuatorDialogNo
0063994c  00075416 R_ARM_JUMP_SLOT   00000000   strtod
00639950  00075516 R_ARM_JUMP_SLOT   00456f9c   WFD_RefreshBargraph4Di
00639954  00075616 R_ARM_JUMP_SLOT   004acf5c   Get_PCverSN
00639958  00075716 R_ARM_JUMP_SLOT   004cb6a8   DecryptKTPackage_GetFi
0063995c  00075916 R_ARM_JUMP_SLOT   000b45a8   seed2key_CLGL_security
00639960  00075a16 R_ARM_JUMP_SLOT   003ecea8   ShowDialogByNode
00639964  00075b16 R_ARM_JUMP_SLOT   003972c0   LoadAC
00639968  00075c16 R_ARM_JUMP_SLOT   00362a6c   J1708_Parse_Dtc
0063996c  00075e16 R_ARM_JUMP_SLOT   004b1dac   FS_fGets
00639970  00076016 R_ARM_JUMP_SLOT   004cf950   CRYPTO_add_lock
00639974  00076116 R_ARM_JUMP_SLOT   0018aa84   Gm_Frame_Verify
00639978  00076216 R_ARM_JUMP_SLOT   00489e10   ezxml_idx
0063997c  00076416 R_ARM_JUMP_SLOT   00150ee8   GetOffset
00639980  00076516 R_ARM_JUMP_SLOT   004582c8   lua_tonumberx
00639984  00076616 R_ARM_JUMP_SLOT   003854fc   HINO_Change_Formular_P
00639988  00076716 R_ARM_JUMP_SLOT   00164608   SendDatalisttoPC
0063998c  00076916 R_ARM_JUMP_SLOT   00134ce4   Buffer2ValString
00639990  00076c16 R_ARM_JUMP_SLOT   003e928c   RefreshLableElement
00639994  00076d16 R_ARM_JUMP_SLOT   0020f724   Kwp_Rev_Simulator
00639998  00076e16 R_ARM_JUMP_SLOT   0043ae08   GetExpressionValue
0063999c  00076f16 R_ARM_JUMP_SLOT   00000000   write
006399a0  00077016 R_ARM_JUMP_SLOT   0027afe0   BYD_Read_MULI_System_R
006399a4  00077216 R_ARM_JUMP_SLOT   000b8a04   Man_ConfuseBits_4
006399a8  00077316 R_ARM_JUMP_SLOT   0038b0c8   BdxNameGetElement
006399ac  00077416 R_ARM_JUMP_SLOT   0015260c   Opter_7F
006399b0  00077716 R_ARM_JUMP_SLOT   003988b0   GetACID
006399b4  00077816 R_ARM_JUMP_SLOT   0045c5d8   luaL_buffinit
006399b8  00077a16 R_ARM_JUMP_SLOT   0036b080   ShangChai_CaculSeed
006399bc  00077b16 R_ARM_JUMP_SLOT   000af7a8   seed_key_MDG1C_UDS_MD1
006399c0  00077d16 R_ARM_JUMP_SLOT   0036da1c   SendMsg_and_GetStream
006399c4  00077e16 R_ARM_JUMP_SLOT   000b7f90   DAF_ConfuseData_1
006399c8  00077f16 R_ARM_JUMP_SLOT   00418124   TraXon_AESEncrypt
006399cc  00078016 R_ARM_JUMP_SLOT   004de9e0   sk_push
006399d0  00078116 R_ARM_JUMP_SLOT   00000000   __ctype_get_mb_cur_max
006399d4  00078216 R_ARM_JUMP_SLOT   0012a114   BMW_SendMsg
006399d8  00078316 R_ARM_JUMP_SLOT   004b3e50   OpenFileEx
006399dc  00078416 R_ARM_JUMP_SLOT   002bb560   sub_10001130
006399e0  00078516 R_ARM_JUMP_SLOT   004e0a84   EVP_sha1
006399e4  00078716 R_ARM_JUMP_SLOT   00171ee0   Check_cmd_pc
006399e8  00078916 R_ARM_JUMP_SLOT   003bbbd0   InstanceSystems
006399ec  00078a16 R_ARM_JUMP_SLOT   003b2dcc   CheckIntegerInResponse
006399f0  00078b16 R_ARM_JUMP_SLOT   00000000   atof
006399f4  00078d16 R_ARM_JUMP_SLOT   000af8f8   seed_key_MDG1C_UDS_MD1
006399f8  00078e16 R_ARM_JUMP_SLOT   003230f0   Dec2Dec
006399fc  00078f16 R_ARM_JUMP_SLOT   000b85b4   GetKey_ComputeUnlockKe
00639a00  00079416 R_ARM_JUMP_SLOT   00441938   HM_GetReceiveType
00639a04  00079516 R_ARM_JUMP_SLOT   00454ef4   WFD_ShowCoding8Dialog
00639a08  00079616 R_ARM_JUMP_SLOT   002ffe40   Read_Dtc_sub
00639a0c  00079716 R_ARM_JUMP_SLOT   001c05fc   YOUNG_GetKey
00639a10  00079916 R_ARM_JUMP_SLOT   004576e0   lua_xmove
00639a14  00079a16 R_ARM_JUMP_SLOT   003744f4   MakeExpArray
00639a18  00079b16 R_ARM_JUMP_SLOT   004f3adc   BIO_ctrl
00639a1c  00079c16 R_ARM_JUMP_SLOT   002c3264   seedkey_008c_027d
00639a20  00079d16 R_ARM_JUMP_SLOT   003c4154   DealWithFFdataEle
00639a24  00079f16 R_ARM_JUMP_SLOT   002c57c0   sub_30061550
00639a28  0007a016 R_ARM_JUMP_SLOT   0013922c   CanUdsSystemDtcScan
00639a2c  0007a116 R_ARM_JUMP_SLOT   00000000   fprintf
00639a30  0007a216 R_ARM_JUMP_SLOT   003aab4c   FreeParseTxtnoInfor
00639a34  0007a516 R_ARM_JUMP_SLOT   00440a64   ShowHexeditDialogByNod
00639a38  0007a616 R_ARM_JUMP_SLOT   0026778c   Nissan_CheckPcList_Act
00639a3c  0007a716 R_ARM_JUMP_SLOT   0039b0a0   VCI_UpdateMode
00639a40  0007a816 R_ARM_JUMP_SLOT   0029dc9c   seedkey_yituo
00639a44  0007ac16 R_ARM_JUMP_SLOT   00000000   __aeabi_dadd
00639a48  0007ae16 R_ARM_JUMP_SLOT   003ec8ec   DoButtonClick
00639a4c  0007b016 R_ARM_JUMP_SLOT   0021d118   Kwp_Read_Hevkey
00639a50  0007b116 R_ARM_JUMP_SLOT   0039c488   SetCommMode
00639a54  0007b416 R_ARM_JUMP_SLOT   004a8bd0   Data_Decode_Pc3win
00639a58  0007b516 R_ARM_JUMP_SLOT   00433cd0   noteGetIndex
00639a5c  0007b616 R_ARM_JUMP_SLOT   000b7ff0   GetKey_2018_01_30_16_4
00639a60  0007b716 R_ARM_JUMP_SLOT   00127134   Benz_CheckPcList_Actio
00639a64  0007b816 R_ARM_JUMP_SLOT   003a96bc   GetNextTokenSpc
00639a68  0007b916 R_ARM_JUMP_SLOT   004d01e0   CRYPTO_free_locked
00639a6c  0007ba16 R_ARM_JUMP_SLOT   003228d8   Cacal_ESK
00639a70  0007bc16 R_ARM_JUMP_SLOT   002fc290   Spy_sub_step
00639a74  0007bd16 R_ARM_JUMP_SLOT   000b4194   seed2key_YBKZ_security
00639a78  0007be16 R_ARM_JUMP_SLOT   0038aadc   StopTesterPresentThrea
00639a7c  0007bf16 R_ARM_JUMP_SLOT   003b5bbc   DoaSpecialwork
00639a80  0007c016 R_ARM_JUMP_SLOT   0008715c   SearchDtcNameStringAdd
00639a84  0007c316 R_ARM_JUMP_SLOT   0027b56c   BYD_Read_MULI_System_D
00639a88  0007c416 R_ARM_JUMP_SLOT   00000000   strcat
00639a8c  0007c616 R_ARM_JUMP_SLOT   004b4540   GetIndexBlock
00639a90  0007c716 R_ARM_JUMP_SLOT   00000000   __aeabi_fcmple
00639a94  0007c816 R_ARM_JUMP_SLOT   001fd960   LW_EOL_ChkSumCalc
00639a98  0007c916 R_ARM_JUMP_SLOT   003c2704   BDX_DTCSearch
00639a9c  0007cb16 R_ARM_JUMP_SLOT   004f5970   d2i_X509_SIG
00639aa0  0007cc16 R_ARM_JUMP_SLOT   0024119c   xml_GetScanComList
00639aa4  0007cd16 R_ARM_JUMP_SLOT   0024a7b4   Kwp_Freeze_By_Special_
00639aa8  0007ce16 R_ARM_JUMP_SLOT   0039b834   Destory_ComLogicalLink
00639aac  0007d016 R_ARM_JUMP_SLOT   0025e674   Nissan_Stream_CAN_Fram
00639ab0  0007d116 R_ARM_JUMP_SLOT   004d5684   bn_sub_words
00639ab4  0007d216 R_ARM_JUMP_SLOT   003c4810   CheckInformation
00639ab8  0007d316 R_ARM_JUMP_SLOT   0044d22c   SetAV
00639abc  0007d416 R_ARM_JUMP_SLOT   00392004   FindAvParamref
00639ac0  0007d616 R_ARM_JUMP_SLOT   0018a968   Check_7F
00639ac4  0007da16 R_ARM_JUMP_SLOT   004ce14c   ERR_put_error
00639ac8  0007db16 R_ARM_JUMP_SLOT   004cd528   RSA_new
00639acc  0007dd16 R_ARM_JUMP_SLOT   00397280   SetACFlag
00639ad0  0007de16 R_ARM_JUMP_SLOT   00184048   xml_GetComList_EX
00639ad4  0007df16 R_ARM_JUMP_SLOT   004596c8   lua_getuservalue
00639ad8  0007e016 R_ARM_JUMP_SLOT   00459838   lua_settable
00639adc  0007e216 R_ARM_JUMP_SLOT   001cb22c   CHANGAN_TPMS_Conversio
00639ae0  0007e316 R_ARM_JUMP_SLOT   002b9320   seedkey_se7_se8
00639ae4  0007e416 R_ARM_JUMP_SLOT   004cb758   DecryptPC3win
00639ae8  0007e516 R_ARM_JUMP_SLOT   003a096c   lua_FindVariant
00639aec  0007e616 R_ARM_JUMP_SLOT   004f3f74   BIO_write
00639af0  0007e716 R_ARM_JUMP_SLOT   0026f760   xml_GetNissanInitProto
00639af4  0007e816 R_ARM_JUMP_SLOT   002e2ff0   decode_flash_file4g
00639af8  0007e916 R_ARM_JUMP_SLOT   001bbd70   J1939_Read_Frame
00639afc  0007ea16 R_ARM_JUMP_SLOT   000a7298   SHA1Reset
00639b00  0007ec16 R_ARM_JUMP_SLOT   004de8f0   sk_insert
00639b04  0007ed16 R_ARM_JUMP_SLOT   003a96a0   PutSpace
00639b08  0007ee16 R_ARM_JUMP_SLOT   00000000   vprintf
00639b0c  0007ef16 R_ARM_JUMP_SLOT   0044dc50   SetCoding
00639b10  0007f016 R_ARM_JUMP_SLOT   00211328   Kwp_RcvMsgSave
00639b14  0007f216 R_ARM_JUMP_SLOT   000b9c30   SeedKeyProcess
00639b18  0007f416 R_ARM_JUMP_SLOT   004d03ec   CRYPTO_free
00639b1c  0007f516 R_ARM_JUMP_SLOT   004da784   ENGINE_remove
00639b20  0007f816 R_ARM_JUMP_SLOT   0038b1f4   Get_Time_Ms
00639b24  0007f916 R_ARM_JUMP_SLOT   000b0e68   QcEdc17C04_safe_cmd_ca
00639b28  0007fa16 R_ARM_JUMP_SLOT   004494b0   PushEscapeRegionStack
00639b2c  0007fd16 R_ARM_JUMP_SLOT   003eb3b0   RefreshCircle
00639b30  0007fe16 R_ARM_JUMP_SLOT   0043bbe4   GetExpressionNumericVa
00639b34  0007ff16 R_ARM_JUMP_SLOT   004f1afc   BN_sub_word
00639b38  00080016 R_ARM_JUMP_SLOT   0038a18c   ezxml_parse_file
00639b3c  00080216 R_ARM_JUMP_SLOT   004cd580   ENGINE_init
00639b40  00080416 R_ARM_JUMP_SLOT   002d08a8   seedkey_cthnc_tft
00639b44  00080616 R_ARM_JUMP_SLOT   00362384   J1708_Parse_Dtc2Code
00639b48  00080716 R_ARM_JUMP_SLOT   002b7e6c   seedkey_bosch_yuchai_v
00639b4c  00080816 R_ARM_JUMP_SLOT   004cb098   loadmfclibrary
00639b50  00080a16 R_ARM_JUMP_SLOT   004f4eb4   ASN1_OBJECT_free
00639b54  00080c16 R_ARM_JUMP_SLOT   00437900   GetNextToken
00639b58  00080d16 R_ARM_JUMP_SLOT   0044e200   WFD_MSGQuit
00639b5c  00080e16 R_ARM_JUMP_SLOT   00290130   Seedkey_key
00639b60  00080f16 R_ARM_JUMP_SLOT   00000000   __aeabi_idiv
00639b64  00081016 R_ARM_JUMP_SLOT   002b9148   SeedToKey_Ford
00639b68  00081216 R_ARM_JUMP_SLOT   003cd558   RefreshBargraph4Dialog
00639b6c  00081416 R_ARM_JUMP_SLOT   002cd5d4   seedkey_cthnc_sinotruk
00639b70  00081516 R_ARM_JUMP_SLOT   000b2894   sub_1002BF30
00639b74  00081716 R_ARM_JUMP_SLOT   000b333c   amt_12_key
00639b78  00081916 R_ARM_JUMP_SLOT   00084da0   Sleep
00639b7c  00081a16 R_ARM_JUMP_SLOT   004b1c0c   Sys_lang_outInit
00639b80  00081b16 R_ARM_JUMP_SLOT   004d44a0   BN_mod_inverse
00639b84  00081e16 R_ARM_JUMP_SLOT   004ed9b4   BN_div
00639b88  00082416 R_ARM_JUMP_SLOT   0013cadc   InitExitCMM
00639b8c  00082616 R_ARM_JUMP_SLOT   0035df48   Volvo_Spy_Ecu
00639b90  00082716 R_ARM_JUMP_SLOT   003eb9d8   InstanceBargraphLowerL
00639b94  00082916 R_ARM_JUMP_SLOT   0020f6c8   Kwp_Check_Keybyte
00639b98  00082a16 R_ARM_JUMP_SLOT   0039116c   FindAvComUnitByID
00639b9c  00082b16 R_ARM_JUMP_SLOT   0038b0a4   KTVarGetElement
00639ba0  00082e16 R_ARM_JUMP_SLOT   00417b3c   ShowDoubleSelectionDia
00639ba4  00082f16 R_ARM_JUMP_SLOT   003c81d4   InstanceAssign
00639ba8  00083116 R_ARM_JUMP_SLOT   000aedd8   Update
